column_name,column_label,matched_question,similarity_score,relevant_key,spss_file
q184,WOJEWÓDZTWO,Województwo,0.9345924556255341,location,CBOS_23_01_1992.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_48_04_1994.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_48_04_1994.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_48_04_1994.sav
q409,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_48_04_1994.sav
q410,"Z ilu osób, łącznie z Panem(ią) składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9995863437652588,household_size,CBOS_48_04_1994.sav
q412,Ile wynoszą miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9649360775947571,income_household_per_person,CBOS_48_04_1994.sav
q418,Czy posiada Pan(i): - akcje firm notowanych na giełdzie,Czy posiada Pan(i): - Akcje firm notowanych na giełdzie,0.9992616176605225,if_investing,CBOS_48_04_1994.sav
q419,Czy posiada Pan(i): - obligacje skarbu państwa,Czy posiada Pan(i): - Obligacje skarbu państwa,0.9948957562446594,if_investing,CBOS_48_04_1994.sav
q420,Czy posiada Pan(i): - jednostki uczestnictwa w funduszu powierniczym,Czy posiada Pan(i): - Jednostki uczestnictwa w funduszu powierniczym,0.9915737211704254,if_investing,CBOS_48_04_1994.sav
q428,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Konto bankowe-terminowe-w złotówkach,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9268825352191925,savings,CBOS_48_04_1994.sav
q430,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Bony lokacyjne,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9478040933609009,savings,CBOS_48_04_1994.sav
q431,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Walutowe konto bankowe terminowe,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9302963614463806,savings,CBOS_48_04_1994.sav
q434,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Obligacje skarbu państwa,Czy posiada Pan(i): - Obligacje skarbu państwa,0.9383887648582458,if_investing,CBOS_48_04_1994.sav
q435,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Jednostki uczestnictwa w funduszu powierniczym,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9291629195213318,savings,CBOS_48_04_1994.sav
q437,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Kosztowności,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9380293786525726,savings,CBOS_48_04_1994.sav
q438,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Gotówka ( w złotych) w domu,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.9550365805625916,savings,CBOS_48_04_1994.sav
q439,Czy ma(ją) Pan(i)/Państwo jakieś oszczędności? Czy jest(są) to: - Waluty w domu,Czy Pana(i) gospodarstwo domowe posiada oszczędności pieniężne?,0.948660671710968,savings,CBOS_48_04_1994.sav
q401,Płeć,Płeć,1.0,gender,CBOS_186_11_2005.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_186_11_2005.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_186_11_2005.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, to:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9984782934188843,city_size,CBOS_186_11_2005.sav
q405,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_186_11_2005.sav
q410,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_186_11_2005.sav
q412,Ile wynoszą W ZŁOTYCH Pana(i) miesięczne dochody NETTO (na rękę)?,"Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9270376563072205,income_personal,CBOS_186_11_2005.sav
q413,Ile wynoszą W ZŁOTYCH miesięczne dochody NETTO na 1 osobę w Pana(i) gospodar- stwie domowym? średnia za ostatnie 3 miesiące.,"Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms",0.9302386045455933,income_household_per_person,CBOS_186_11_2005.sav
q413,Ile wynoszą W ZŁOTYCH miesięczne dochody NETTO na 1 osobę w Pana(i) gospodar- stwie domowym? średnia za ostatnie 3 miesiące.,"Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9370195865631104,income_personal,CBOS_186_11_2005.sav
q431,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i) czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9960902333259583,if_retired,CBOS_186_11_2005.sav
URODZONY,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_305_10_2015.sav
woj,Województwo,Województwo,1.0,location,CBOS_305_10_2015.sav
q20,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",1.0,if_retired,CBOS_305_10_2015.sav
q22,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_305_10_2015.sav
q23,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_305_10_2015.sav
q112,"Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe doc...","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9872760474681854,income_personal,CBOS_305_10_2015.sav
q114,"A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST",0.9770923256874084,income_household_per_person,CBOS_305_10_2015.sav
q114,"A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?",1.0,income_personal,CBOS_305_10_2015.sav
q115,"Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczyc...","Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczy",0.9876210987567902,income_household_per_person,CBOS_305_10_2015.sav
q117,"A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE...","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST",0.9927053451538086,income_household_per_person,CBOS_305_10_2015.sav
q117,"A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE...","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?",0.9686973690986633,income_personal,CBOS_305_10_2015.sav
q128,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_305_10_2015.sav
q401,Płeć,Płeć,1.0,gender,CBOS_142_03_2002.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_142_03_2002.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_142_03_2002.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_142_03_2002.sav
q405,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_142_03_2002.sav
q409,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_142_03_2002.sav
q412,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? - średnia za ostatnie 3 miesiące.,Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9493335485458374,income_household_per_person,CBOS_142_03_2002.sav
q427,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i), czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9961597323417664,if_retired,CBOS_142_03_2002.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_43_01_1994.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_43_01_1994.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_43_01_1994.sav
q410,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_43_01_1994.sav
q411,"Z ilu osób, łącznie z Panem(ią) składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9995863437652588,household_size,CBOS_43_01_1994.sav
q413,Ile wynoszą miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9649360775947571,income_household_per_person,CBOS_43_01_1994.sav
q419,Czy posiada Pan(i): - akcje firm notowanych na giełdzie,Czy posiada Pan(i): - Akcje firm notowanych na giełdzie,0.9992616176605225,if_investing,CBOS_43_01_1994.sav
q420,Czy posiada Pan(i): - obligacje skarbu państwa,Czy posiada Pan(i): - Obligacje skarbu państwa,0.9948957562446594,if_investing,CBOS_43_01_1994.sav
q421,Czy posiada Pan(i): - jednostki uczestnictwa w funduszu powierniczym,Czy posiada Pan(i): - Jednostki uczestnictwa w funduszu powierniczym,0.9915737211704254,if_investing,CBOS_43_01_1994.sav
q401,Płeć,Płeć,1.0,gender,CBOS_115_12_1999.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_115_12_1999.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_115_12_1999.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_115_12_1999.sav
q408,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_115_12_1999.sav
q410,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? - średnia za ostatnie 3 miesiące.,Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9493335485458374,income_household_per_person,CBOS_115_12_1999.sav
